pool,score,output
"[66, 70]",0.9325691790834234,
"[10, 12]",0.9048953119831123,
"[48, 56]",0.8131118792573728,
"[12, 53]",0.7598738714620941,
"[14, 32]",0.7211491670919786,
"[6, 31]",0.7031612758021044,
"[16, 53]",0.6804674851333792,
"[49, 53]",0.6804674851333792,
"[17, 66]",0.672955074837075,
"[14, 41]",0.6593359615539287,
"[2, 29]",0.6514902046980795,
"[2, 49]",0.6514902046980795,
"[29, 49]",0.6514902046980795,
"[12, 19]",0.5844004070084444,
"[37, 49]",0.5819793000636408,
"[40, 67]",0.5729327699362159,
"[38, 72]",0.5722320945266426,
"[31, 72]",0.5503450152209889,
"[33, 48]",0.5482846331423115,
"[70, 72]",0.5200078216006048,
"[16, 70]",0.5198919202191282,
"[35, 49]",0.5140714624019974,
"[35, 55]",0.5140714624019974,
"[49, 55]",0.5140714624019974,
"[12, 40]",0.5093961189685159,
"[6, 60]",0.502465050721908,
"[14, 47]",0.4987533094468971,
"[17, 40]",0.49606034160699675,
"[10, 37]",0.49113485385134953,
"[2, 55]",0.48953807053173415,
"[2, 57]",0.48953807053173415,
"[55, 57]",0.48953807053173415,
"[16, 49]",0.47284715918680503,
"[17, 70]",0.47107572286597477,
"[16, 56]",0.4655426618677675,
"[6, 70]",0.45847307609252896,
"[14, 48]",0.4552268649876858,
"[34, 51]",0.4523213956827957,
"[31, 35]",0.4455718409117948,
"[6, 38]",0.4449327720642614,
"[14, 33]",0.44382767735283696,
"[33, 38]",0.44318328555388875,
"[33, 70]",0.44318328555388875,
"[38, 70]",0.44318328555388875,
"[12, 66]",0.4406060755522296,
"[37, 67]",0.4347842834416127,
"[33, 58]",0.4317177380070011,
"[14, 56]",0.4177880321443566,
"[31, 60]",0.413932701496574,
"[38, 49]",0.4139292905366738,
"[6, 54]",0.4106724520171141,
"[12, 49]",0.4071883691403128,
"[11, 14]",0.4028130204301247,
"[14, 66]",0.4022885825957997,
"[35, 38]",0.399843455020937,
"[40, 51]",0.3993391100689654,
"[7, 38]",0.3972035130711721,
"[17, 19]",0.3937184848098566,
"[41, 56]",0.39262840918597647,
"[10, 58]",0.39197175376774573,
"[6, 41]",0.38335831199564696,
"[12, 68]",0.37871555883541796,
"[2, 21]",0.3722859768394797,
"[7, 60]",0.3688959274966812,
"[2, 72]",0.3670503410148953,
"[17, 46]",0.36620987285470474,
"[16, 67]",0.36480162995402327,
"[12, 17]",0.3637824752757848,
"[14, 52]",0.35876843245513934,
"[10, 49]",0.35802034485860884,
"[2, 35]",0.35578719052633945,
"[2, 51]",0.3552864785795925,
"[10, 16]",0.3549675262046393,
"[37, 40]",0.35260740632469967,
"[11, 61]",0.3523159586674407,
"[34, 37]",0.35202914781019945,
"[37, 45]",0.3478516087250046,
"[49, 57]",0.34417292894822876,
"[40, 70]",0.34397961834510066,
"[32, 48]",0.3421021513537331,
"[12, 70]",0.34149456930322236,
"[17, 68]",0.3409810047219376,
"[6, 72]",0.3405583287443709,
"[45, 67]",0.3318679511941189,
"[6, 33]",0.330499489834362,
"[11, 18]",0.3260904584897315,
"[23, 56]",0.3253746227080433,
"[31, 38]",0.3248576082789883,
"[30, 69]",0.3243482273956768,
"[10, 21]",0.32248955141338725,
"[6, 52]",0.31937096319261726,
"[12, 33]",0.31795294823878983,
"[21, 33]",0.31795294823878983,
"[12, 56]",0.3085768080010436,
"[2, 48]",0.30649185878846397,
"[29, 55]",0.3062854604589428,
"[12, 48]",0.302837912164433,
"[30, 44]",0.3028010661805145,
"[35, 61]",0.30231716885463533,
"[14, 18]",0.29890947761291564,
"[18, 60]",0.29874231032728493,
"[32, 41]",0.2966030539179392,
"[21, 68]",0.2933939042005949,
"[30, 58]",0.28969916689113295,
"[34, 67]",0.28741489042447693,
"[27, 48]",0.28732341554738194,
"[45, 51]",0.2821859636677534,
"[44, 60]",0.2803635782713473,
"[35, 41]",0.27939506518967927,
"[51, 67]",0.27872623699966403,
"[2, 32]",0.2751784018864354,
"[6, 7]",0.27416080601362713,
"[6, 49]",0.27416080601362713,
"[6, 58]",0.27416080601362713,
"[7, 49]",0.27416080601362713,
"[7, 58]",0.27416080601362713,
"[49, 58]",0.27416080601362713,
"[54, 71]",0.2707770311321829,
"[19, 71]",0.2707428205919845,
"[14, 37]",0.26960346390650025,
"[35, 54]",0.26957802424635496,
"[35, 60]",0.2675379858190355,
"[21, 72]",0.26627291350215343,
"[18, 72]",0.2660365809740629,
"[31, 54]",0.2653449851217423,
"[11, 58]",0.2653043687183405,
"[11, 69]",0.2653043687183405,
"[58, 69]",0.2653043687183405,
"[6, 37]",0.2648476663068052,
"[6, 47]",0.2648476663068052,
"[37, 47]",0.2648476663068052,
"[6, 35]",0.26449384097248546,
"[21, 58]",0.26447803859210317,
"[12, 21]",0.26403091042754506,
"[2, 11]",0.26360846595663523,
"[15, 72]",0.26194910899416657,
"[37, 52]",0.26093589481112195,
"[15, 49]",0.26048221159261187,
"[19, 33]",0.2583619023157965,
"[19, 42]",0.2583619023157965,
"[33, 42]",0.2583619023157965,
"[14, 69]",0.25639295404328855,
"[7, 11]",0.25619952353949527,
"[19, 55]",0.253563714772998,
"[56, 66]",0.2533173583939933,
"[12, 31]",0.2526558192905324,
"[33, 72]",0.24835554337540047,
"[44, 56]",0.24738397566010212,
"[38, 46]",0.2467375119445122,
"[19, 32]",0.24345693333147755,
"[47, 66]",0.24230254407643476,
"[2, 26]",0.24133454151190636,
"[19, 30]",0.24092047534714756,
"[1, 33]",0.23898464667652441,
"[30, 41]",0.2384362404021536,
"[14, 46]",0.23704218884692974,
"[41, 54]",0.23497850804172254,
"[12, 65]",0.23369411831439968,
"[21, 60]",0.22846712319240736,
"[8, 62]",0.2275800023766391,
"[18, 48]",0.22751899781561447,
"[54, 55]",0.22727296588863888,
"[15, 30]",0.2272651070234355,
"[30, 31]",0.22667002281066662,
"[2, 14]",0.2263382669977917,
"[2, 60]",0.2263382669977917,
"[14, 60]",0.2263382669977917,
"[2, 9]",0.2259825965448088,
"[30, 49]",0.21941889306572704,
"[33, 41]",0.21935385529948725,
"[44, 49]",0.21926767033224437,
"[2, 46]",0.21748801043685484,
"[49, 67]",0.21673593947077363,
"[19, 41]",0.21605040152147748,
"[55, 72]",0.21585709609018233,
"[30, 59]",0.2145213561076541,
"[44, 67]",0.21385557810098288,
"[44, 70]",0.21385557810098288,
"[67, 70]",0.21385557810098288,
"[6, 18]",0.21151888862264423,
"[2, 23]",0.21094826099453157,
"[66, 67]",0.21061432024197946,
"[46, 66]",0.21050554530921906,
"[38, 61]",0.2099318486085179,
"[46, 52]",0.20838964678569316,
"[46, 57]",0.20838964678569316,
"[52, 57]",0.20838964678569316,
"[60, 65]",0.20795953494185404,
"[34, 63]",0.2079177406208269,
"[23, 49]",0.20566020143453556,
"[33, 39]",0.20517853969484945,
"[23, 53]",0.20370477595464354,
"[10, 51]",0.2022848707389303,
"[19, 31]",0.20136630530930588,
"[31, 70]",0.1989606602388712,
"[58, 68]",0.1989277500176162,
"[49, 56]",0.19890136835332373,
"[14, 17]",0.19770404983615186,
"[11, 55]",0.19716765189008525,
"[19, 23]",0.19595331710315234,
"[30, 57]",0.19318650708776863,
"[19, 48]",0.1926899861822367,
"[1, 58]",0.1919781528179374,
"[15, 53]",0.19155793094452833,
"[47, 52]",0.19024983539749163,
"[14, 49]",0.1895861764695929,
"[23, 29]",0.18867008541486802,
"[31, 48]",0.18802708880077745,
"[31, 65]",0.18802708880077745,
"[48, 65]",0.18802708880077745,
"[56, 67]",0.18730199523249802,
"[1, 60]",0.18593939452274225,
"[6, 29]",0.18420474860117708,
"[26, 40]",0.1804906576957459,
"[30, 51]",0.17953113876405657,
"[2, 68]",0.17754364720666316,
"[46, 48]",0.17601639937574542,
"[34, 40]",0.17365138375514294,
"[34, 45]",0.17365138375514294,
"[40, 45]",0.17365138375514294,
"[46, 49]",0.17157301247634082,
"[46, 68]",0.17157301247634082,
"[49, 68]",0.17157301247634082,
"[19, 44]",0.17111495630996687,
"[6, 53]",0.16721076325845874,
"[46, 47]",0.16521811880347748,
"[11, 71]",0.16504111685216963,
"[39, 61]",0.16439548468843382,
"[17, 53]",0.16433052088360456,
"[14, 50]",0.16405181839784322,
"[45, 52]",0.16253982983961235,
"[11, 37]",0.16228838941385126,
"[3, 49]",0.16177158855376872,
"[13, 49]",0.16162036582028605,
"[7, 37]",0.1611547765962147,
"[41, 44]",0.15976200794170026,
"[15, 16]",0.15922114810974886,
"[31, 33]",0.15863389678711332,
"[64, 72]",0.15726365453827734,
"[2, 41]",0.1571034547786625,
"[21, 23]",0.15699534047812735,
"[38, 68]",0.1568386274358981,
"[18, 30]",0.155467355563065,
"[11, 39]",0.15534241556515738,
"[6, 30]",0.15505406728736615,
"[11, 38]",0.15483074052740314,
"[11, 35]",0.15467974631737103,
"[17, 49]",0.15449025196336974,
"[14, 51]",0.15438763307706588,
"[41, 48]",0.15283448951629527,
"[21, 40]",0.15274527450299408,
"[21, 41]",0.15274527450299408,
"[40, 41]",0.15274527450299408,
"[7, 29]",0.1521758252519484,
"[49, 62]",0.15160599571489275,
"[4, 72]",0.15115800105001242,
"[2, 56]",0.15034354346744583,
"[14, 58]",0.15009742323136643,
"[2, 16]",0.14984263762908845,
"[11, 59]",0.14951916471686622,
"[19, 34]",0.14949462425247428,
"[19, 39]",0.14949462425247428,
"[34, 39]",0.14949462425247428,
"[35, 69]",0.14846588391421744,
"[35, 72]",0.14846588391421744,
"[69, 72]",0.14846588391421744,
"[1, 21]",0.14781390357678828,
"[33, 34]",0.1471078950199879,
"[11, 45]",0.14571292117163462,
"[42, 53]",0.14423214446785126,
"[35, 40]",0.14244899939192346,
"[29, 36]",0.14225349641932628,
"[2, 39]",0.14154197802663715,
"[2, 44]",0.140699068574776,
"[4, 7]",0.14056197530481962,
"[34, 69]",0.14023004755727148,
"[9, 19]",0.13922004124632414,
"[44, 48]",0.13880322359796426,
"[44, 68]",0.13880322359796426,
"[48, 68]",0.13880322359796426,
"[52, 66]",0.1382086259233029,
"[6, 46]",0.13798032783527625,
"[48, 54]",0.13609933926021056,
"[2, 52]",0.13592630695641073,
"[1, 37]",0.1354378320630844,
"[4, 31]",0.1354082116784635,
"[14, 42]",0.13535884896279649,
"[33, 71]",0.13455284709044824,
"[8, 41]",0.13447299359618592,
"[15, 24]",0.1343268223488362,
"[2, 43]",0.13411065741634887,
"[60, 68]",0.13279910488399427,
"[10, 46]",0.13094776082464182,
"[9, 12]",0.13068223660259037,
"[19, 52]",0.1301781190114879,
"[9, 49]",0.1283707575310704,
"[31, 46]",0.12798550289170552,
"[8, 12]",0.1276949448040165,
"[8, 30]",0.1276949448040165,
"[12, 30]",0.1276949448040165,
"[6, 14]",0.12737899778072942,
"[19, 70]",0.1263588212055914,
"[9, 11]",0.12609981424485106,
"[12, 54]",0.1249433407659798,
"[31, 32]",0.12439755628801319,
"[31, 40]",0.12439755628801319,
"[32, 40]",0.12439755628801319,
"[6, 71]",0.12364708681354797,
"[30, 62]",0.12261591422554213,
"[1, 19]",0.12180038802837168,
"[14, 53]",0.12101825480574896,
"[53, 65]",0.12081008565358947,
"[18, 27]",0.11993320950975539,
"[18, 70]",0.11993320950975539,
"[27, 70]",0.11993320950975539,
"[8, 70]",0.11980303108905921,
"[58, 70]",0.11980303108905921,
"[19, 63]",0.11838889114571638,
"[5, 6]",0.11828260278577285,
"[5, 53]",0.11828260278577285,
"[11, 30]",0.11822492162473336,
"[46, 50]",0.1175698279367372,
"[11, 31]",0.11740495102450044,
"[31, 67]",0.11740495102450044,
"[9, 56]",0.11737388979278851,
"[16, 72]",0.11673333544973197,
"[48, 61]",0.11621198164397795,
"[14, 71]",0.11582034142636455,
"[9, 14]",0.11506241072126855,
"[40, 66]",0.11398438781734044,
"[21, 32]",0.11386718693463016,
"[10, 63]",0.11260453313132124,
"[2, 31]",0.11252872454062679,
"[63, 69]",0.11219148757474706,
"[49, 66]",0.10826611961286092,
"[8, 58]",0.10731781082151211,
"[1, 72]",0.10620130507896423,
"[56, 70]",0.10536406333864497,
"[36, 44]",0.103634671163912,
"[39, 63]",0.10362605221754084,
"[49, 72]",0.10269716731760914,
"[10, 32]",0.10175174073478083,
"[10, 45]",0.10175174073478083,
"[32, 45]",0.10175174073478083,
"[43, 46]",0.1017483611999831,
"[49, 60]",0.1014560890086264,
"[2, 17]",0.1013599741613247,
"[1, 55]",0.09989210739588583,
"[2, 4]",0.09931488414740042,
"[17, 38]",0.09857182654452727,
"[21, 29]",0.09828767788269055,
"[7, 71]",0.09801698579881635,
"[29, 69]",0.09801698579881635,
"[34, 72]",0.09771544423080875,
"[20, 54]",0.09769795169631357,
"[54, 61]",0.09740599505407066,
"[49, 51]",0.09724737405502237,
"[33, 51]",0.09723843624062545,
"[48, 49]",0.09689967456214166,
"[29, 35]",0.0966575279505057,
"[29, 57]",0.0966575279505057,
"[35, 57]",0.0966575279505057,
"[21, 55]",0.09530046926628599,
"[2, 40]",0.09379964385659612,
"[21, 67]",0.09339663967293854,
"[30, 61]",0.09336279916522372,
"[39, 43]",0.09308599005324791,
"[10, 60]",0.09281387490264226,
"[10, 53]",0.09272430948005139,
"[7, 31]",0.09227084549720294,
"[29, 34]",0.09035451291673496,
"[29, 42]",0.09035451291673496,
"[34, 42]",0.09035451291673496,
"[16, 44]",0.09031740650313536,
"[16, 66]",0.09031740650313536,
"[44, 66]",0.09031740650313536,
"[8, 38]",0.08823357055330183,
"[2, 42]",0.08814613376809832,
"[31, 41]",0.08795937165817996,
"[26, 41]",0.08739788328519144,
"[26, 67]",0.08739788328519144,
"[41, 67]",0.08739788328519144,
"[36, 40]",0.08718490682115321,
"[17, 47]",0.0869732828274864,
"[11, 52]",0.08463793883275844,
"[9, 43]",0.08433838675278815,
"[38, 69]",0.08403612728151566,
"[2, 10]",0.08373713043146014,
"[6, 66]",0.08354365258782337,
"[12, 37]",0.08311069443268837,
"[49, 50]",0.08205142983312555,
"[10, 27]",0.08141024795635526,
"[38, 44]",0.08139618533175075,
"[39, 67]",0.08131772000444132,
"[15, 37]",0.08128404680751522,
"[42, 68]",0.08110209511790084,
"[9, 10]",0.07963340380011785,
"[68, 72]",0.07904138295770591,
"[32, 70]",0.07870334151840469,
"[7, 44]",0.07832421306115167,
"[40, 58]",0.07766585254374747,
"[1, 69]",0.07750404462899635,
"[15, 18]",0.07730691203821355,
"[19, 49]",0.07723646434016351,
"[14, 21]",0.07676087361364403,
"[44, 61]",0.07622861209343013,
"[33, 55]",0.07203649428736614,
"[7, 65]",0.07193600160560737,
"[34, 35]",0.07159203031899974,
"[3, 32]",0.07026902865718854,
"[1, 35]",0.06947895093276701,
"[7, 67]",0.06936654645363788,
"[13, 31]",0.06890154863826792,
"[8, 45]",0.0677210544717366,
"[8, 44]",0.06697126469288506,
"[66, 68]",0.06663858465736161,
"[15, 62]",0.06600681043139878,
"[16, 71]",0.0657988851286283,
"[21, 70]",0.06570516980927676,
"[2, 58]",0.06540363041930497,
"[2, 71]",0.06540363041930497,
"[58, 71]",0.06540363041930497,
"[10, 52]",0.06470729219559496,
"[32, 58]",0.06443482817528329,
"[36, 71]",0.06404615626305787,
"[70, 71]",0.06341355097976448,
"[46, 64]",0.06281582836710486,
"[12, 61]",0.0624028449699674,
"[4, 9]",0.06214904797586196,
"[7, 35]",0.061961378408091905,
"[14, 23]",0.061638148507429324,
"[32, 56]",0.061625386280968954,
"[10, 31]",0.06134388105201394,
"[10, 69]",0.06134388105201394,
"[37, 53]",0.06128026103036196,
"[19, 53]",0.060974460642189476,
"[2, 67]",0.05927156448977483,
"[11, 21]",0.059225980437211945,
"[49, 71]",0.05865651598148153,
"[2, 37]",0.05847596052477899,
"[11, 20]",0.0578144940887384,
"[2, 38]",0.05740889649630158,
"[19, 65]",0.057354568256136274,
"[31, 49]",0.05699072246857565,
"[48, 53]",0.056391700120887456,
"[6, 43]",0.05621824489309609,
"[44, 62]",0.05547221974158645,
"[12, 16]",0.05523322716847981,
"[7, 18]",0.05486581487150294,
"[7, 69]",0.05486581487150294,
"[18, 69]",0.05486581487150294,
"[6, 36]",0.054540885097506514,
"[19, 29]",0.05402281373165957,
"[20, 30]",0.0537056294868656,
"[7, 9]",0.05268886424971858,
"[15, 68]",0.052120588355220265,
"[31, 53]",0.05210200194921061,
"[18, 37]",0.05130063817763941,
"[18, 39]",0.05130063817763941,
"[18, 68]",0.05130063817763941,
"[37, 39]",0.05130063817763941,
"[37, 68]",0.05130063817763941,
"[39, 68]",0.05130063817763941,
"[23, 35]",0.05116102108162812,
"[12, 44]",0.050871344527571694,
"[14, 30]",0.050664800525813625,
"[6, 16]",0.04945385881513942,
"[6, 32]",0.04945385881513942,
"[16, 32]",0.04945385881513942,
"[15, 51]",0.04927983892237103,
"[66, 71]",0.048493759394241054,
"[2, 69]",0.04772508440939027,
"[16, 31]",0.047636873550259695,
"[34, 38]",0.04746002063460614,
"[9, 48]",0.04695664750184525,
"[24, 71]",0.04667112475522128,
"[30, 72]",0.04549117130477093,
"[34, 44]",0.04544845461402647,
"[20, 38]",0.04499920048765401,
"[18, 32]",0.04339145266109745,
"[19, 50]",0.04307362197906839,
"[41, 50]",0.04307362197906839,
"[19, 66]",0.04297300697298351,
"[30, 39]",0.042562923587546465,
"[9, 16]",0.042379659814045234,
"[46, 53]",0.04206032267356946,
"[7, 14]",0.04195363558306964,
"[24, 54]",0.0415183961363651,
"[53, 72]",0.04140369932487459,
"[49, 69]",0.041198986871184874,
"[2, 18]",0.0407495001840141,
"[26, 34]",0.04064555922129076,
"[21, 31]",0.040515912920214225,
"[3, 30]",0.03923374111075467,
"[50, 59]",0.03881064228678904,
"[6, 48]",0.0380106660493717,
"[15, 50]",0.037858994439630644,
"[11, 70]",0.03715957742810522,
"[55, 68]",0.03635755279523195,
"[1, 43]",0.03634440540514772,
"[10, 68]",0.03579191169472181,
"[27, 71]",0.03552002758074252,
"[13, 21]",0.034761635133179314,
"[13, 56]",0.034761635133179314,
"[21, 56]",0.034761635133179314,
"[4, 41]",0.034356510106581806,
"[41, 57]",0.034356510106581806,
"[16, 38]",0.033608588698191055,
"[16, 39]",0.03332531805837474,
"[26, 52]",0.032272255442175324,
"[17, 44]",0.031808405160647424,
"[32, 72]",0.03180813220922074,
"[6, 9]",0.02968691372813881,
"[6, 63]",0.02968691372813881,
"[19, 35]",0.02967160853630324,
"[42, 48]",0.028313783349350252,
"[41, 49]",0.028248162753053252,
"[31, 43]",0.028212271471165007,
"[31, 71]",0.028212271471165007,
"[43, 71]",0.028212271471165007,
"[8, 69]",0.026696022308606016,
"[26, 59]",0.02631221921070398,
"[63, 72]",0.02600133393994125,
"[24, 58]",0.02565764618004962,
"[20, 42]",0.025033246989678404,
"[20, 49]",0.025033246989678404,
"[42, 49]",0.025033246989678404,
"[39, 40]",0.02494844093240567,
"[14, 39]",0.024553527954651544,
"[6, 45]",0.02354704560537685,
"[12, 58]",0.023419916309901978,
"[19, 24]",0.022917080624901665,
"[21, 65]",0.02229611210596566,
"[11, 43]",0.022155946299662166,
"[11, 48]",0.021288515896555005,
"[15, 19]",0.020519233678897297,
"[6, 40]",0.020500379354040588,
"[34, 59]",0.020430919385889923,
"[7, 48]",0.018805123129031598,
"[58, 59]",0.01870258524816909,
"[69, 70]",0.018460185951660046,
"[8, 43]",0.018267252418394886,
"[18, 49]",0.017399972712710432,
"[18, 21]",0.017232805427079723,
"[65, 70]",0.01659463706712444,
"[12, 41]",0.016318948764589947,
"[12, 62]",0.016318948764589947,
"[41, 62]",0.016318948764589947,
"[33, 56]",0.01559790171368769,
"[10, 54]",0.015255744175168784,
"[17, 61]",0.01521779685932323,
"[40, 61]",0.014804825489233564,
"[30, 52]",0.014118889220663955,
"[17, 42]",0.014099983552141537,
"[1, 30]",0.013197005042568988,
"[2, 30]",0.013197005042568988,
"[62, 72]",0.013153365153683816,
"[19, 62]",0.012933109965049483,
"[1, 46]",0.012930725094890294,
"[25, 50]",0.012921782120458303,
"[15, 52]",0.01283248416435362,
"[18, 67]",0.012706997833325406,
"[1, 36]",0.01236157659774545,
"[2, 36]",0.01236157659774545,
"[12, 26]",0.012220752096066767,
"[8, 52]",0.012187301457731206,
"[39, 45]",0.011699667775190048,
"[52, 72]",0.01119707367959688,
"[54, 70]",0.011181238584517639,
"[18, 51]",0.010971777742412647,
"[10, 57]",0.010087454196857637,
"[3, 7]",0.0100682125054124,
"[14, 54]",0.009600033998139301,
"[46, 61]",0.009513791257991788,
"[51, 53]",0.009386768934617318,
"[18, 36]",0.009197934450128028,
"[48, 72]",0.00914534010826823,
"[20, 61]",0.008412185563155594,
"[21, 34]",0.007933286835193343,
"[2, 70]",0.007442945018940494,
"[39, 55]",0.006785538321372686,
"[13, 41]",0.0067847545322213265,
"[11, 56]",0.005896005771961144,
"[49, 63]",0.00545391869027434,
"[8, 31]",0.005332784333328289,
"[11, 29]",0.005133697803645865,
"[22, 58]",0.0049548022715467654,
"[19, 38]",0.004347528957616531,
"[31, 39]",0.004320877492369128,
"[7, 72]",0.004114254634287551,
"[26, 49]",0.0038474483169513296,
"[7, 17]",0.0036458187554501142,
"[8, 9]",0.003507960651184472,
"[7, 39]",0.0031515875349453215,
"[11, 67]",0.002529388136797317,
"[19, 40]",0.002468175849130727,
"[21, 50]",0.0023815430982204178,
"[23, 32]",0.0022172566041985253,
"[36, 46]",0.0018779508895563901,
"[46, 51]",0.0016656118605746784,
"[15, 17]",0.000695640965757971,
"[8, 72]",0.000654045370271028,
"[27, 35]",-3.617780861631115e-05,
"[32, 43]",-0.0015675308593665616,
"[5, 36]",-0.0021023506349895915,
"[3, 58]",-0.0025748190531439397,
"[4, 48]",-0.002634906335912124,
"[48, 57]",-0.002634906335912124,
"[2, 6]",-0.0033079310964482245,
"[10, 11]",-0.0047542451207363,
"[10, 48]",-0.00483216502496947,
"[19, 56]",-0.005536540349243169,
"[8, 42]",-0.006124003421898394,
"[49, 61]",-0.0063795020802319136,
"[53, 62]",-0.006424460680176047,
"[9, 59]",-0.006710270371475702,
"[12, 14]",-0.006740948880065933,
"[12, 36]",-0.006862547233350558,
"[37, 38]",-0.007753293407270101,
"[2, 53]",-0.007940882191497134,
"[11, 32]",-0.008316723279801708,
"[3, 72]",-0.008451408328066623,
"[16, 61]",-0.008879223961825833,
"[61, 72]",-0.009292195331915498,
"[18, 47]",-0.011330081015231178,
"[14, 34]",-0.011809414383344374,
"[15, 58]",-0.013121135268638784,
"[44, 55]",-0.013490158884785997,
"[24, 30]",-0.013605841504266414,
"[29, 41]",-0.013711134824695326,
"[17, 33]",-0.01401557105518314,
"[24, 63]",-0.014441269949089952,
"[39, 52]",-0.014616402098333536,
"[16, 45]",-0.014743444989144316,
"[6, 17]",-0.014777544247664365,
"[47, 69]",-0.015340797077775581,
"[36, 69]",-0.015570189691177794,
"[3, 6]",-0.015958057523584035,
"[2, 15]",-0.016408051072188512,
"[19, 37]",-0.01663708941294001,
"[19, 43]",-0.01663708941294001,
"[37, 43]",-0.01663708941294001,
"[21, 64]",-0.01865932810765808,
"[8, 16]",-0.018788252480951728,
"[18, 20]",-0.018957200901880245,
