id,name,smiles,formula
606,BIPHOMP,c1ccc(P(c2ccccc2)c2cccc3c2-c2c(cccc2P(c2ccccc2)c2ccccc2)COC3)cc1,C38H30OP2
607,gem-DPPH,CCCCCC(P(c1ccccc1)c1ccccc1)P(c1ccccc1)c1ccccc1,C30H32P2
608,benzyl-pTol-diazadiphosphocane,Cc1ccc(N2CP(Cc3ccccc3)CN(c3ccc(C)cc3)CP(Cc3ccccc3)C2)cc1,C32H36N2P2
609,IPDA-diphe,CC(C)c1cc(P(c2cc(C(C)C)c(N(C)C)c(C(C)C)c2)c2cccc3cccc(P(c4cc(C(C)C)c(N(C)C)c(C(C)C)c4)c4cc(C(C)C)c(N(C)C)c(C(C)C)c4)c23)cc(C(C)C)c1N(C)C,C66H94N4P2
610,iPr-diphe,CC(C)P(c1cccc2cccc(P(C(C)C)C(C)C)c12)C(C)C,C22H34P2
611,MeDA-diphe,Cc1cc(P(c2cc(C)c(N(C)C)c(C)c2)c2cccc3cccc(P(c4cc(C)c(N(C)C)c(C)c4)c4cc(C)c(N(C)C)c(C)c4)c23)cc(C)c1N(C)C,C50H62N4P2
612,mTol-Binap,Cc1cccc(P(c2cccc(C)c2)c2ccc3ccccc3c2-c2c(P(c3cccc(C)c3)c3cccc(C)c3)ccc3ccccc23)c1,C48H40P2
613,nBu-DPPB,CCCCP(CCCC)CCCCP(CCCC)CCCC,C20H44P2
614,nBu-DPPP,CCCCP(CCCC)CCCP(CCCC)CCCC,C19H42P2
615,nDec-DPPP,CCCCCCCCCCP(CCCCCCCCCC)CCCP(CCCCCCCCCC)CCCCCCCCCC,C43H90P2
616,oTol-diphe,Cc1ccccc1P(c1ccccc1C)c1cccc2cccc(P(c3ccccc3C)c3ccccc3C)c12,C38H34P2
617,oTol-DPPE,Cc1ccccc1P(CCP(c1ccccc1C)c1ccccc1C)c1ccccc1C,C30H32P2
619,PAd-Dalphos,Cc1ccccc1P(c1ccccc1C)c1ccccc1P1[C@]2(C)C[C@@]3(C)O[C@](C)(C[C@]1(C)O3)O2,C30H34O3P2
620,pCF3-diphe,FC(F)(F)c1ccc(P(c2ccc(C(F)(F)F)cc2)c2cccc3cccc(P(c4ccc(C(F)(F)F)cc4)c4ccc(C(F)(F)F)cc4)c23)cc1,C38H22F12P2
621,Ph-pTol-diazadiphosphocane,Cc1ccc(N2CP(c3ccccc3)CN(c3ccc(C)cc3)CP(c3ccccc3)C2)cc1,C30H32N2P2
623,pTol-DPPE,Cc1ccc(P(CCP(c2ccc(C)cc2)c2ccc(C)cc2)c2ccc(C)cc2)cc1,C30H32P2
626,diphe,c1ccc(P(c2ccccc2)c2cccc3cccc(P(c4ccccc4)c4ccccc4)c23)cc1,C34H26P2
627,DTBM-diphe,COc1c(C(C)(C)C)cc(P(c2cc(C(C)(C)C)c(OC)c(C(C)(C)C)c2)c2cccc3cccc(P(c4cc(C(C)(C)C)c(OC)c(C(C)(C)C)c4)c4cc(C(C)(C)C)c(OC)c(C(C)(C)C)c4)c23)cc1C(C)(C)C,C70H98O4P2
628,Furyl-diphe,c1coc(P(c2ccco2)c2cccc3cccc(P(c4ccco4)c4ccco4)c23)c1,C26H18O4P2
629,35CF3-diphe,FC(F)(F)c1cc(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cccc3cccc(P(c4cc(C(F)(F)F)cc(C(F)(F)F)c4)c4cc(C(F)(F)F)cc(C(F)(F)F)c4)c23)cc(C(F)(F)F)c1,C42H18F24P2
630,345MeO-diphe,COc1cc(P(c2cc(OC)c(OC)c(OC)c2)c2cccc3cccc(P(c4cc(OC)c(OC)c(OC)c4)c4cc(OC)c(OC)c(OC)c4)c23)cc(OC)c1OC,C46H50O12P2
631,Cy-diphe,c1cc(P(C2CCCCC2)C2CCCCC2)c2c(P(C3CCCCC3)C3CCCCC3)cccc2c1,C34H50P2
632,DMM-diphe,COc1c(C)cc(P(c2cc(C)c(OC)c(C)c2)c2cccc3cccc(P(c4cc(C)c(OC)c(C)c4)c4cc(C)c(OC)c(C)c4)c23)cc1C,C46H50O4P2
633,gem-DPPB,CCCC(P(c1ccccc1)c1ccccc1)P(c1ccccc1)c1ccccc1,C28H28P2
634,BCOPE,C1C[C@H]2CCC[C@@H](C1)P2CCP1[C@H]2CCC[C@@H]1CCC2,C18H32P2
635,Ph_NuPhos,c1ccc(C(/C(=C(/c2ccccc2)P(c2ccccc2)c2ccccc2)c2ccccc2)=C(\c2ccccc2)P(c2ccccc2)c2ccccc2)cc1,C52H40P2
638,PPh2NPh2,c1ccc(N2CP(c3ccccc3)CN(c3ccccc3)CP(c3ccccc3)C2)cc1,C28H28N2P2
640,N_XantPhos,c1ccc(P(c2ccccc2)c2cccc3c2Oc2c(cccc2P(c2ccccc2)c2ccccc2)N3)cc1,C36H27NOP2
641,Cy_DPPBz,c1ccc(P(C2CCCCC2)C2CCCCC2)c(P(C2CCCCC2)C2CCCCC2)c1,C30H48P2
643,mono_O_SegPhos,c1ccc(P(c2ccccc2)c2ccc3c(c2-c2c(P(c4ccccc4)c4ccccc4)ccc4c2COC4)COC3)cc1,C40H32O2P2
644,SS_Me_ButiPhane,C[C@H]1CC[C@H](C)P1c1sc2ccccc2c1P1[C@@H](C)CC[C@@H]1C,C20H28P2S
645,35-tBu2-MeOBIPHEP,COc1cccc(P(c2ccccc2)c2ccccc2)c1-c1c(OC)cccc1P(c1cc(C(C)(C)C)cc(C(C)(C)C)c1)c1cc(C(C)(C)C)cc(C(C)(C)C)c1,C54H64O2P2
646,iPrOBIPHEP,CC(C)Oc1cccc(P(c2ccccc2)c2ccccc2)c1-c1c(OC(C)C)cccc1P(c1ccccc1)c1ccccc1,C42H40O2P2
647,iPr2-MeOBIPHEP,COc1cccc(P(c2ccccc2)c2ccccc2)c1-c1c(OC)cccc1P(C(C)C)C(C)C,C32H36O2P2
649,iPr-BPPFA-EPIP,CC(C)P([c-]1cccc1)C(C)C.CC(C)P(c1ccc[c-]1[C@H](C)N(C)CCN1CCCCC1)C(C)C.[Fe+2],C32H56FeN2P2
650,IPDA-MeOBIPHEP,COc1cccc(P(c2cc(C(C)C)c(N(C)C)c(C(C)C)c2)c2cc(C(C)C)c(N(C)C)c(C(C)C)c2)c1-c1c(OC)cccc1P(c1cc(C(C)C)c(N(C)C)c(C(C)C)c1)c1cc(C(C)C)c(N(C)C)c(C(C)C)c1,C70H100N4O2P2
651,HOiPrOBIPHEP,CC(C)Oc1cccc(P(c2ccccc2)c2ccccc2)c1-c1c(O)cccc1P(c1ccccc1)c1ccccc1,C39H34O2P2
653,Et2-MeOBIPHEP,CCP(CC)c1cccc(OC)c1-c1c(OC)cccc1P(c1ccccc1)c1ccccc1,C30H32O2P2
654,Et-MeOBIPHEP,CCP(CC)c1cccc(OC)c1-c1c(OC)cccc1P(CC)CC,C22H32O2P2
656,Diphol(PCy2)-MeO-BIPHEP,COc1cccc(P(C2CCCCC2)C2CCCCC2)c1-c1c(OC)cccc1-p1c2ccccc2c2ccccc21,C38H42O2P2
657,DiPrPAcenaphthylene,CC(C)P(C1=C(P(C(C)C)C(C)C)c2cccc3cccc1c23)C(C)C,C24H34P2
658,DiPrM-MeOBIPHEP,COc1cccc(P(c2cc(C(C)C)c(OC)c(C(C)C)c2)c2cc(C(C)C)c(OC)c(C(C)C)c2)c1-c1c(OC)cccc1P(c1cc(C(C)C)c(OC)c(C(C)C)c1)c1cc(C(C)C)c(OC)c(C(C)C)c1,C66H88O6P2
659,DiMeOBIPHEP,COc1ccc(P(c2ccccc2)c2ccccc2)c(-c2c(P(c3ccccc3)c3ccccc3)ccc(OC)c2OC)c1OC,C40H36O4P2
660,DTBM-Sunphos,COc1c(C(C)(C)C)cc(P(c2cc(C(C)(C)C)c(OC)c(C(C)(C)C)c2)c2ccc3c(c2-c2c(P(c4cc(C(C)(C)C)c(OC)c(C(C)(C)C)c4)c4cc(C(C)(C)C)c(OC)c(C(C)(C)C)c4)ccc4c2OC(C)(C)O4)OC(C)(C)O3)cc1C(C)(C)C,C78H108O8P2
661,DTBM-MeBIPHEP,COc1c(C(C)(C)C)cc(P(c2cc(C(C)(C)C)c(OC)c(C(C)(C)C)c2)c2cccc(C)c2-c2c(C)cccc2P(c2cc(C(C)(C)C)c(OC)c(C(C)(C)C)c2)c2cc(C(C)(C)C)c(OC)c(C(C)(C)C)c2)cc1C(C)(C)C,C74H104O4P2
663,DMM-Sunphos,COc1c(C)cc(P(c2cc(C)c(OC)c(C)c2)c2ccc3c(c2-c2c(P(c4cc(C)c(OC)c(C)c4)c4cc(C)c(OC)c(C)c4)ccc4c2OC(C)(C)O4)OC(C)(C)O3)cc1C,C54H60O8P2
664,DMM-MeOBIPHEP,COc1cccc(P(c2cc(C)c(OC)c(C)c2)c2cc(C)c(OC)c(C)c2)c1-c1c(OC)cccc1P(c1cc(C)c(OC)c(C)c1)c1cc(C)c(OC)c(C)c1,C50H56O6P2
665,DMM-H8-BinamP,COc1c(C)cc(P(Nc2ccc3c(c2-c2c(NP(c4cc(C)c(OC)c(C)c4)c4cc(C)c(OC)c(C)c4)ccc4c2CCCC4)CCCC3)c2cc(C)c(OC)c(C)c2)cc1C,C56H66N2O4P2
666,DCyPAcenaphthylene,c1cc2c3c(cccc3c1)C(P(C1CCCCC1)C1CCCCC1)=C2P(C1CCCCC1)C1CCCCC1,C36H50P2
667,DBT-MeOBIPHEP,COc1cccc(P(c2cccc3c2sc2ccccc23)c2cccc3c2sc2ccccc23)c1-c1c(OC)cccc1P(c1cccc2c1sc1ccccc12)c1cccc2c1sc1ccccc12,C62H40O2P2S4
668,DBT_PH2-MeOBIPHEP,COc1cccc(P(c2ccccc2)c2cccc3c2sc2ccccc23)c1-c1c(OC)cccc1P(c1ccccc1)c1cccc2c1sc1ccccc12,C50H36O2P2S2
669,Cypent2-BIPHEMP,Cc1cccc(P(c2ccccc2)c2ccccc2)c1-c1c(C)cccc1P(C1CCCC1)C1CCCC1,C36H40P2
670,Cybut-MeOBIPHEP,COc1cccc(P(C2CCC2)C2CCC2)c1-c1c(OC)cccc1P(C1CCC1)C1CCC1,C30H40O2P2
672,BnOBIPHEP,c1ccc(COc2cccc(P(c3ccccc3)c3ccccc3)c2-c2c(OCc3ccccc3)cccc2P(c2ccccc2)c2ccccc2)cc1,C50H40O2P2
673,Benzothiazole-MeOBIPHEP,COc1cccc(P(c2nc3ccccc3s2)c2nc3ccccc3s2)c1-c1c(OC)cccc1P(c1nc2ccccc2s1)c1nc2ccccc2s1,C42H28N4O2P2S4
674,BPPFA_Oac,CC(=O)O[C@@H](C)c1c[cH-]cc1P(c1ccccc1)c1ccccc1.[Fe+2].c1ccc(P(c2ccccc2)c2cc[cH-]c2)cc1,C38H34FeO2P2
675,BPPFA_EPIPAZMe,C[C@@H]([c-]1cccc1P(c1ccccc1)c1ccccc1)N(C)CCN1CCN(C)CC1.[Fe+2].c1ccc(P(c2ccccc2)c2cc[cH-]c2)cc1,C44H49FeN3P2
676,BPPFA_EMOR,C[C@@H]([c-]1cccc1P(c1ccccc1)c1ccccc1)N(C)CCN1CCOCC1.[Fe+2].c1ccc(P(c2ccccc2)c2cc[cH-]c2)cc1,C43H46FeN2OP2
678,BCPM,CC(C)(C)OC(=O)N1C[C@@H](P(C2CCCCC2)C2CCCCC2)C[C@H]1CP(c1ccccc1)c1ccccc1,C34H49NO2P2
679,2Naphthyl-MeOBIPHEP,COc1cccc(P(c2ccc3ccccc3c2)c2ccc3ccccc3c2)c1-c1c(OC)cccc1P(c1ccc2ccccc2c1)c1ccc2ccccc2c1,C54H40O2P2
680,55-disulfo-BINAP,[O-][S+2]([O-])(O)c1cccc2c(-c3c(P(c4ccccc4)c4ccccc4)ccc4c([S+2]([O-])([O-])O)cccc34)c(P(c3ccccc3)c3ccccc3)ccc12,C44H32O6P2S2
681,55-Diamino-BINAP,Nc1cccc2c(-c3c(P(c4ccccc4)c4ccccc4)ccc4c(N)cccc34)c(P(c3ccccc3)c3ccccc3)ccc12,C44H34N2P2
682,5-Me-2-Furyl-MeOBIPHEP,COc1cccc(P(c2ccc(C)o2)c2ccc(C)o2)c1-c1c(OC)cccc1P(c1ccc(C)o1)c1ccc(C)o1,C34H32O6P2
683,35CF3-MeOBIPHEP,COc1cccc(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(OC)cccc1P(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,C46H24F24O2P2
684,35-tPent-MeOBIPHEP,CCC(C)(C)c1cc(P(c2cc(C(C)(C)CC)cc(C(C)(C)CC)c2)c2cccc(OC)c2-c2c(OC)cccc2P(c2cc(C(C)(C)CC)cc(C(C)(C)CC)c2)c2cc(C(C)(C)CC)cc(C(C)(C)CC)c2)cc(C(C)(C)CC)c1,C78H112O2P2
685,35-tBu-MeOBIPHEP,COc1cccc(P(c2cc(C(C)(C)C)cc(C(C)(C)C)c2)c2cc(C(C)(C)C)cc(C(C)(C)C)c2)c1-c1c(OC)cccc1P(c1cc(C(C)(C)C)cc(C(C)(C)C)c1)c1cc(C(C)(C)C)cc(C(C)(C)C)c1,C70H96O2P2
686,35-tBu-MeBIPHEP,Cc1cccc(P(c2cc(C(C)(C)C)cc(C(C)(C)C)c2)c2cc(C(C)(C)C)cc(C(C)(C)C)c2)c1-c1c(C)cccc1P(c1cc(C(C)(C)C)cc(C(C)(C)C)c1)c1cc(C(C)(C)C)cc(C(C)(C)C)c1,C70H96P2
687,35-tBu-BPPFA,CC(C)(C)c1cc(P(c2cc[cH-]c2)c2cc(C(C)(C)C)cc(C(C)(C)C)c2)cc(C(C)(C)C)c1.C[C@@H]([c-]1cccc1P(c1cc(C(C)(C)C)cc(C(C)(C)C)c1)c1cc(C(C)(C)C)cc(C(C)(C)C)c1)N(C)C.[Fe+2],C70H101FeNP2
688,35-morpholino-MeOBIPHEP,COc1cccc(P(c2cc(N3CCOCC3)cc(N3CCOCC3)c2)c2cc(N3CCOCC3)cc(N3CCOCC3)c2)c1-c1c(OC)cccc1P(c1cc(N2CCOCC2)cc(N2CCOCC2)c1)c1cc(N2CCOCC2)cc(N2CCOCC2)c1,C70H88N8O10P2
689,35-iPr-MeOBIPHEP,COc1cccc(P(c2cc(C(C)C)cc(C(C)C)c2)c2cc(C(C)C)cc(C(C)C)c2)c1-c1c(OC)cccc1P(c1cc(C(C)C)cc(C(C)C)c1)c1cc(C(C)C)cc(C(C)C)c1,C62H80O2P2
690,35-iPr-MeBIPHEP,Cc1cccc(P(c2cc(C(C)C)cc(C(C)C)c2)c2cc(C(C)C)cc(C(C)C)c2)c1-c1c(C)cccc1P(c1cc(C(C)C)cc(C(C)C)c1)c1cc(C(C)C)cc(C(C)C)c1,C62H80P2
691,35-Xyl-MABP,Cc1cc(C)cc(P(Nc2cccc(C)c2-c2c(C)cccc2NP(c2cc(C)cc(C)c2)c2cc(C)cc(C)c2)c2cc(C)cc(C)c2)c1,C46H50N2P2
692,35-Xyl-H8-BinamP,Cc1cc(C)cc(P(Nc2ccc3c(c2-c2c(NP(c4cc(C)cc(C)c4)c4cc(C)cc(C)c4)ccc4c2CCCC4)CCCC3)c2cc(C)cc(C)c2)c1,C52H58N2P2
693,35-TMS-MeOBIPHEP,COc1cccc(P(c2cc([Si](C)(C)C)cc([Si](C)(C)C)c2)c2cc([Si](C)(C)C)cc([Si](C)(C)C)c2)c1-c1c(OC)cccc1P(c1cc([Si](C)(C)C)cc([Si](C)(C)C)c1)c1cc([Si](C)(C)C)cc([Si](C)(C)C)c1,C62H96O2P2Si8
694,35-TES-MeOBIPHEP,CC[Si](CC)(CC)c1cc(P(c2cc(C(C)(C)C)cc(C(C)(C)C)c2)c2cccc(OC)c2-c2c(OC)cccc2P(c2cc([Si](CC)(CC)CC)cc([Si](CC)(CC)CC)c2)c2cc([Si](CC)(CC)CC)cc([Si](CC)(CC)CC)c2)cc([Si](CC)(CC)CC)c1,C82H132O2P2Si6
695,35-Ph-MeOBIPHEP,COc1cccc(P(c2cc(-c3ccccc3)cc(-c3ccccc3)c2)c2cc(-c3ccccc3)cc(-c3ccccc3)c2)c1-c1c(OC)cccc1P(c1cc(-c2ccccc2)cc(-c2ccccc2)c1)c1cc(-c2ccccc2)cc(-c2ccccc2)c1,C86H64O2P2
697,35-Et-MeOBIPHEP,CCc1cc(CC)cc(P(c2cc(CC)cc(CC)c2)c2cccc(OC)c2-c2c(OC)cccc2P(c2cc(CC)cc(CC)c2)c2cc(CC)cc(CC)c2)c1,C54H64O2P2
698,345MeO-345MeOBIPHEP,COc1cc(P(c2cc(OC)c(OC)c(OC)c2)c2cc(OC)c(OC)c(OC)c2-c2c(P(c3cc(OC)c(OC)c(OC)c3)c3cc(OC)c(OC)c(OC)c3)cc(OC)c(OC)c2OC)cc(OC)c1OC,C54H64O18P2
699,345Me-MeOBIPHEP,COc1cccc(P(c2cc(C)c(C)c(C)c2)c2cc(C)c(C)c(C)c2)c1-c1c(OC)cccc1P(c1cc(C)c(C)c(C)c1)c1cc(C)c(C)c(C)c1,C50H56O2P2
701,3-Thienyl-MeOBIPHEP,Cc1cccc(P(c2ccccc2)c2ccccc2)c1-c1c(C)cccc1P(c1ccccc1)c1ccccc1,C38H32P2
702,3-Furyl-MeOBIPHEP,COc1cccc(P(c2ccoc2)c2ccoc2)c1-c1c(OC)cccc1P(c1ccoc1)c1ccoc1,C30H24O6P2
703,2Pyr-MeOBIPHEP,COc1cccc(P(c2ccccn2)c2ccccn2)c1-c1c(OC)cccc1P(c1ccccn1)c1ccccn1,C34H28N4O2P2
704,6MeO-2Naphthyl-MeOBIPHEP,COc1c(c2c(P(c(cc3)cc4c3cc(OC)cc4)c(cc5)cc6c5cc(OC)cc6)cccc2OC)c(P(c(cc7)cc8c7cc(OC)cc8)c(cc9)cc%10c9cc(OC)cc%10)ccc1,C58H48O6P2
705,2Furyl-BPPFA,C[C@@H]([c-]1cccc1P(c1ccco1)c1ccco1)N(C)C.[Fe+2].c1coc(P(c2cc[cH-]c2)c2ccco2)c1,C30H29FeNO4P2
706,2-thienyl-MeOBIPHEP,COc1cccc(P(c2cccs2)c2cccs2)c1-c1c(OC)cccc1P(c1cccs1)c1cccs1,C30H24O2P2S4
707,35tBu-C2-TunePhos,CC(C)(C)c1cc(P(c2cc(C(C)(C)C)cc(C(C)(C)C)c2)c2cccc3c2-c2c(cccc2P(c2cc(C(C)(C)C)cc(C(C)(C)C)c2)c2cc(C(C)(C)C)cc(C(C)(C)C)c2)OCCO3)cc(C(C)(C)C)c1,C70H94O2P2
708,35tBu-C4-Tunephos,CC(C)(C)c1cc(P(c2cc(C(C)(C)C)cc(C(C)(C)C)c2)c2cccc3c2-c2c(cccc2P(c2cc(C(C)(C)C)cc(C(C)(C)C)c2)c2cc(C(C)(C)C)cc(C(C)(C)C)c2)OCCCCO3)cc(C(C)(C)C)c1,C72H98O2P2
709,35tBu-C5-Tunephos,CC(C)(C)c1cc(P(c2cc(C(C)(C)C)cc(C(C)(C)C)c2)c2cccc3c2-c2c(cccc2P(c2cc(C(C)(C)C)cc(C(C)(C)C)c2)c2cc(C(C)(C)C)cc(C(C)(C)C)c2)OCCCCCO3)cc(C(C)(C)C)c1,C73H100O2P2
710,catASium_T2,Cc1cc(C)cc(P(C2=C(c3c(C)sc(C)c3P(c3ccccc3)c3ccccc3)[C@]3(C)CC[C@H]2C3(C)C)c2cc(C)cc(C)c2)c1,C44H48P2S
711,R-C4-Tunephos,c1ccc(P(c2ccccc2)c2cccc3c2-c2c(cccc2P(c2ccccc2)c2ccccc2)OCCCCO3)cc1,C40H34O2P2
712,R-pTol-SDP,Cc1ccc(P(c2ccc(C)cc2)c2cccc3c2C2(CC3)CCc3cccc(P(c4ccc(C)cc4)c4ccc(C)cc4)c32)cc1,C45H42P2
716,RSS-C3-Tunephos,C[C@H]1C[C@H](C)Oc2cccc(P(c3ccccc3)c3ccccc3)c2-c2c(cccc2P(c2ccccc2)c2ccccc2)O1,C41H36O2P2
717,S-35tBu-C3-Tunephos,CC(C)(C)c1cc(P(c2cc(C(C)(C)C)cc(C(C)(C)C)c2)c2cccc3c2-c2c(cccc2P(c2cc(C(C)(C)C)cc(C(C)(C)C)c2)c2cc(C(C)(C)C)cc(C(C)(C)C)c2)OCCCO3)cc(C(C)(C)C)c1,C71H96O2P2
718,SSSS-Ph-BIBOP,CC(C)(C)P1c2c(cccc2-c2ccccc2)O[C@@H]1[C@H]1Oc2cccc(-c3ccccc3)c2P1C(C)(C)C,C34H36O2P2
719,Xantphos,CC1(C)c2cccc(P(c3ccccc3)c3ccccc3)c2Oc2c(P(c3ccccc3)c3ccccc3)cccc21,C39H32OP2
721,RRRR_BIBOP,CC(C)(C)P1c2ccccc2O[C@H]1[C@@H]1Oc2ccccc2P1C(C)(C)C,C22H28O2P2
722,ICT21090,CC(C)(C)c1cc(P(c2ccccc2)c2ccccc2)c2c(c1)C(C)(C)c1cc(C(C)(C)C)cc(-p3oc4ccc5ccccc5c4c4c(ccc5ccccc54)o3)c1O2,C55H50O3P2
723,ICT21092,Cc1cc2ccccc2c2c1op(-c1cc(C(C)(C)C)cc3c1Oc1c(P(c4ccccc4)c4ccccc4)cc(C(C)(C)C)cc1C3(C)C)oc1c(C)cc3ccccc3c12,C57H54O3P2
725,ICT21094,CC(C)(C)c1cc(P(c2ccccc2)c2ccccc2)c2c(c1)C(C)(C)c1cc(C(C)(C)C)cc(-p3oc4c(-c5ccccc5)cc5c(c4c4c6c(cc(-c7ccccc7)c4o3)CCCC6)CCCC5)c1O2,C67H66O3P2
729,CatasiuMNF,C[C@@H]1CC[C@@H](C)P1C1=C(P2[C@H](C)CC[C@H]2C)C(=O)N(c2c(F)c(F)c(F)c(F)c2F)C1=O,C22H24F5NO2P2
730,Biisobenzofuran,c1ccc(P(c2ccccc2)c2cc3c(cc2-c2cc4c(cc2P(c2ccccc2)c2ccccc2)COC4)COC3)cc1,C40H32O2P2
732,DFurylPF,Cc1ccc(P(c2ccc[cH-]2)c2ccc(C)o2)o1.Cc1ccc(P(c2ccc[cH-]2)c2ccc(C)o2)o1.[Fe+2],C30H28FeO4P2
733,DiPrPB,CC(C)P(CCCCP(C(C)C)C(C)C)C(C)C,C16H36P2
734,DPyrPE,c1ccc(P(CCP(c2ccccn2)c2ccccn2)c2ccccn2)nc1,C22H20N4P2
735,J014,C[C@H](c1c[cH-]cc1P(c1ccc(F)cc1)c1ccc(F)cc1)P(C(C)(C)C)C(C)(C)C.[Fe+2].c1cc[cH-]c1,C32H38F2FeP2
736,ECNU_Phos,COc1cc(OC)cc(P(c2cc(OC)cc(OC)c2)c2cccc(OC)c2-c2c(OC)cccc2P(c2cc(OC)cc(OC)c2)c2cc(OC)cc(OC)c2)c1,C46H48O10P2
737,Ph_PPM,c1ccc(P(C[C@@H]2C[C@H](P(c3ccccc3)c3ccccc3)CN2)c2ccccc2)cc1,C29H29NP2
738,tBu_P_CH2_Benz,CC(C)(C)P(Cc1ccccc1CP(C(C)(C)C)C(C)(C)C)C(C)(C)C,C24H44P2
739,SS_MCCPM,CNC(=O)N1C[C@@H](P(C2CCCCC2)C2CCCCC2)C[C@H]1CP(c1ccccc1)c1ccccc1,C31H44N2OP2
740,iPr_MeO_BIPHEP,COc1cccc(P(C(C)C)C(C)C)c1-c1c(OC)cccc1P(C(C)C)C(C)C,C26H40O2P2
741,catASium_MNBn,C[C@@H]1CC[C@@H](C)P1C1=C(P2[C@H](C)CC[C@H]2C)C(=O)N(Cc2ccccc2)C1=O,C23H31NO2P2
742,catASium_MNAn,COc1ccc(N2C(=O)C(P3[C@H](C)CC[C@H]3C)=C(P3[C@H](C)CC[C@H]3C)C2=O)cc1,C23H31NO3P2
743,catASium_MNXylF,C[C@@H]1CC[C@@H](C)P1C1=C(P2[C@H](C)CC[C@H]2C)C(=O)N(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)C1=O,C24H27F6NO2P2
744,catASium_T1,Cc1sc(C)c(P(c2ccccc2)c2ccccc2)c1C1=C(P(c2ccccc2)c2ccccc2)[C@H]2CC[C@]1(C)C2(C)C,C40H40P2S
745,DEtPE,CCP(CC)CCP(CC)CC,C10H24P2
746,DCyPE,C1CCC(P(CCP(C2CCCCC2)C2CCCCC2)C2CCCCC2)CC1,C26H48P2
747,DMPE,CP(C)CCP(C)C,C6H16P2
748,DCyPP,C1CCC(P(CCCP(C2CCCCC2)C2CCCCC2)C2CCCCC2)CC1,C27H50P2
751,DiPPF,CC(C)P(c1cc[cH-]c1)C(C)C.CC(C)P(c1ccc[cH-]1)C(C)C.[Fe+2],C22H36FeP2
752,DNMePF,CN(C)P(c1cc[cH-]c1)N(C)C.CN(C)P(c1cc[cH-]c1)N(C)C.[Fe+2],C18H32FeN4P2
756,DBFPhos,c1ccc(P(c2ccccc2)c2cccc3c2oc2c(P(c4ccccc4)c4ccccc4)cccc23)cc1,C36H26OP2
759,S_Cy_MeO_BIPHEP,COc1cccc(P(C2CCCCC2)C2CCCCC2)c1-c1c(OC)cccc1P(C1CCCCC1)C1CCCCC1,C38H56O2P2
760,catASium_T3,Cc1cc(C)cc(P(c2cc(C)cc(C)c2)c2c(C)sc(C)c2C2=C(P(c3ccccc3)c3ccccc3)[C@H]3CC[C@]2(C)C3(C)C)c1,C44H48P2S
761,S_Xyl_SDP,Cc1cc(C)cc(P(c2cc(C)cc(C)c2)c2cccc3c2C2(CC3)CCc3cccc(P(c4cc(C)cc(C)c4)c4cc(C)cc(C)c4)c32)c1,C49H50P2
763,CarboPhos,CO[C@@H]1O[C@@H](COC(=O)c2ccccc2)[C@H](OP(c2cc(C)cc(C)c2)c2cc(C)cc(C)c2)[C@@H](OP(c2cc(C)cc(C)c2)c2cc(C)cc(C)c2)[C@@H]1OC(=O)c1ccccc1,C53H56O8P2
